"data_as_of","year","month","st_abbrev","state","county","fips","statefips","countyfips","code2013","provisional_drug_overdose_deaths","footnote","percentage_of_records_pending_investigation","historicaldatacompletenessnote","monthendingdate","start_date","end_date"
"10/8/2023",2021,11,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.14,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Lincoln",41041,41,41,5,"10","",0.3,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Lincoln",41041,41,41,5,"22","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Lincoln",41041,41,41,5,"12","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Lincoln",41041,41,41,5,"11","",0.29,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Lincoln",41041,41,41,5,"10","",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Lincoln",41041,41,41,5,"11","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.14,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Lincoln",41041,41,41,5,"10","",0.15,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Lincoln",41041,41,41,5,"12","",0.3,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Lincoln",41041,41,41,5,"10","",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Lincoln",41041,41,41,5,"12","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Lincoln",41041,41,41,5,"11","",0.31,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Lincoln",41041,41,41,5,"23","",0.13,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Lincoln",41041,41,41,5,"16","",0.37,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Lincoln",41041,41,41,5,"18","",0.37,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Lincoln",41041,41,41,5,"23","",0.13,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.27,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Lincoln",41041,41,41,5,"21","",0.25,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Lincoln",41041,41,41,5,"16","",0.37,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Lincoln",41041,41,41,5,"12","",0.38,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Lincoln",41041,41,41,5,"11","",0.3,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Lincoln",41041,41,41,5,"26","",0.13,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Lincoln",41041,41,41,5,"13","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Lincoln",41041,41,41,5,"11","",0.32,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Lincoln",41041,41,41,5,"15","",0.38,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.26,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Lincoln",41041,41,41,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.26,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Lincoln",41041,41,41,5,"10","",0.26,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Lincoln",41041,41,41,5,"15","",0.38,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Lincoln",41041,41,41,5,"20","",0.25,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Linn",41043,41,43,4,"20","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Linn",41043,41,43,4,"23","",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Linn",41043,41,43,4,"23","",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Linn",41043,41,43,4,"27","",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Linn",41043,41,43,4,"26","",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Linn",41043,41,43,4,"25","",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Linn",41043,41,43,4,"26","",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Linn",41043,41,43,4,"25","",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Linn",41043,41,43,4,"24","",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Linn",41043,41,43,4,"21","",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Linn",41043,41,43,4,"21","",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Linn",41043,41,43,4,"17","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Linn",41043,41,43,4,"16","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Linn",41043,41,43,4,"17","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Linn",41043,41,43,4,"16","",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Linn",41043,41,43,4,"12","",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Linn",41043,41,43,4,"15","",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Linn",41043,41,43,4,"17","",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Linn",41043,41,43,4,"18","",0.06,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Linn",41043,41,43,4,"19","",0.06,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Linn",41043,41,43,4,"19","",0.06,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Linn",41043,41,43,4,"22","",0.06,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Linn",41043,41,43,4,"26","",0.11,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Linn",41043,41,43,4,"29","",0.11,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Linn",41043,41,43,4,"33","",0.11,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Linn",41043,41,43,4,"34","",0.11,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Linn",41043,41,43,4,"34","",0.12,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Linn",41043,41,43,4,"36","",0.12,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Linn",41043,41,43,4,"34","",0.12,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Linn",41043,41,43,4,"35","",0.13,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Linn",41043,41,43,4,"34","",0.06,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Linn",41043,41,43,4,"38","",0.06,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Linn",41043,41,43,4,"36","",0.13,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Linn",41043,41,43,4,"35","",0.13,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Linn",41043,41,43,4,"35","",0.13,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Linn",41043,41,43,4,"28","",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Linn",41043,41,43,4,"26","",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Linn",41043,41,43,4,"25","",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Linn",41043,41,43,4,"26","",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.59,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Malheur",41045,41,45,5,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
